,Player,Age Enter,Max BPM,Age Peaked,Top 3 BPM Avg,College,Draft Pick,Round,Round Bin,Country,League,League Diff,Player Tier,Met Draft Expt
1015,Kentavious Caldwell-Pope,20,0.3,24,-0.06666666666666667,Georgia,8,1st,1-14,USA,Top D1,2,Replacement Level,Met
1016,Andrew Wiggins,19,0.9,28,0.3333333333333333,Kansas,1,1st,1-14,USA,Top D1,2,Role Player,Below
1017,Devin Booker,19,4.2,26,3.766666666666667,Kentucky,13,1st,1-14,USA,Top D1,2,All-Star,Met
1018,LeBron James,19,13.2,24,12.233333333333334,St. Vincent-St. Mary HS (OH),1,1st,1-14,USA,High School,29,All Time Great,Exceeded
1019,Damian Lillard,22,7.5,29,7.266666666666666,Weber State,6,1st,1-14,USA,Other D1,7,All-NBA,Exceeded
1020,Nikola Jokić,20,13.7,26,13.4,Mega Basket,41,2nd,31-44,Serbia,ABA,11,All Time Great,Exceeded
1021,Giannis Antetokounmpo,19,11.5,25,11.033333333333333,Filathlitikos,15,1st,15-30,Greece,Greek B,19,All Time Great,Exceeded
1022,CJ McCollum,22,3.9,29,3.0,Lehigh,10,1st,1-14,USA,Other D1,7,Good Starter,Met
1023,Russell Westbrook,20,11.1,28,9.0,UCLA,4,1st,1-14,USA,Top D1,2,MVP,Met
1024,Harrison Barnes,20,0.2,27,0.10000000000000002,North Carolina,7,1st,1-14,USA,Top D1,2,Role Player,Below
1025,Tobias Harris,19,3.7,27,2.4,Tennessee,19,1st,15-30,USA,Top D1,2,Good Starter,Met
1026,James Harden,20,11.0,28,10.166666666666666,Arizona State,3,1st,1-14,USA,Top D1,2,All Time Great,Exceeded
1027,DeMar DeRozan,20,3.1,31,2.9666666666666663,Southern California,9,1st,1-14,USA,Top D1,2,Good Starter,Met
